,country_code,postal_code,latitude,longitude,region_id
311,swe,12264,59.27860259999999,18.0595728,Enskede-Årsta-Vantör::Enskede
312,swe,12265,59.2737559,18.0778264,Farsta::Enskede
313,swe,12266,59.2690316,18.0588936,Enskede-Årsta-Vantör::Enskede
314,swe,12331,59.24553389999999,18.0838691,Farsta::Farsta
315,swe,12332,59.2411878,18.0767583,Farsta::Farsta
316,swe,12333,59.24447299999999,18.0875476,Farsta::Farsta
317,swe,12334,59.2506064,18.0940342,Farsta::Farsta
318,swe,12341,59.24381169999999,18.0973331,Farsta::Farsta
319,swe,12342,59.24691849999999,18.0990013,Farsta::Farsta
320,swe,12344,59.2398663,18.0963264,Farsta::Farsta
321,swe,12347,59.242296,18.0923523,Farsta::Farsta
322,swe,12348,59.24639120000001,18.0767702,Farsta::Farsta
323,swe,12350,59.23785580000001,18.0999695,Farsta::Farsta
324,swe,12354,59.25389449999999,18.073311,Farsta::Farsta
325,swe,12355,59.25351689999999,18.0868188,Farsta::Farsta
326,swe,12356,59.2557132,18.0817687,Farsta::Farsta
327,swe,12357,59.25428289999999,18.0787786,Farsta::Farsta
328,swe,12358,59.25763719999999,18.0761315,Farsta::Farsta
329,swe,12359,59.2556382,18.0900657,Farsta::Farsta
330,swe,12360,59.258498,18.0960477,Farsta::Farsta
331,swe,12361,59.2548802,18.0875746,Farsta::Stockholm
332,swe,12371,59.2348351,18.100292,Farsta::Farsta
333,swe,12430,59.2643329,18.0605456,Enskede-Årsta-Vantör::Bandhagen
334,swe,12431,59.2670079,18.0522521,Enskede-Årsta-Vantör::Bandhagen
335,swe,12432,59.272704,18.0436292,Enskede-Årsta-Vantör::Bandhagen
336,swe,12433,59.26968239999999,18.0439576,Enskede-Årsta-Vantör::Bandhagen
337,swe,12450,59.2622793,18.0333313,Enskede-Årsta-Vantör::Bandhagen
338,swe,12451,59.2653008,18.0330018,Enskede-Årsta-Vantör::Bandhagen
339,swe,12452,59.26656629999999,18.037151,Enskede-Årsta-Vantör::Bandhagen
340,swe,12453,59.2628726,18.0369817,Enskede-Årsta-Vantör::Bandhagen
341,swe,12454,59.2643041,18.0399695,Enskede-Årsta-Vantör::Bandhagen
342,swe,12455,59.26699319999999,18.0419635,Enskede-Årsta-Vantör::Bandhagen
343,swe,12456,59.264066,18.049427,Enskede-Årsta-Vantör::Bandhagen
344,swe,12457,59.262389,18.0507524,Enskede-Årsta-Vantör::Bandhagen
345,swe,12458,59.2618757,18.0439491,Enskede-Årsta-Vantör::Bandhagen
346,swe,12461,59.2565689,18.031668,Enskede-Årsta-Vantör::Bandhagen
347,swe,12462,59.25557240000001,18.0386338,Enskede-Årsta-Vantör::Bandhagen
